EpsgNumber|CrsName|AreaName
26859|NAD83(HARN) / Minnesota South (ftUS)|USA - Minnesota - SPCS - S
26860|NAD83(HARN) / Nebraska (ftUS)|USA - Nebraska
26861|NAD83(HARN) / West Virginia North (ftUS)|USA - West Virginia - SPCS - N
26862|NAD83(HARN) / West Virginia South (ftUS)|USA - West Virginia - SPCS - S
26863|NAD83(NSRS2007) / Maine East (ftUS)|USA - Maine - SPCS - E
26864|NAD83(NSRS2007) / Maine West (ftUS)|USA - Maine - SPCS - W
26865|NAD83(NSRS2007) / Minnesota North (ftUS)|USA - Minnesota - SPCS - N
26866|NAD83(NSRS2007) / Minnesota Central (ftUS)|USA - Minnesota - SPCS - C
26867|NAD83(NSRS2007) / Minnesota South (ftUS)|USA - Minnesota - SPCS - S
26868|NAD83(NSRS2007) / Nebraska (ftUS)|USA - Nebraska
26869|NAD83(NSRS2007) / West Virginia North (ftUS)|USA - West Virginia - SPCS - N
26870|NAD83(NSRS2007) / West Virginia South (ftUS)|USA - West Virginia - SPCS - S
26891|NAD83(CSRS) / MTM zone 11|Canada - Ontario - MTM zone 11
26892|NAD83(CSRS) / MTM zone 12|Canada - Ontario - MTM zone 12
26893|NAD83(CSRS) / MTM zone 13|Canada - Ontario - MTM zone 13
26894|NAD83(CSRS) / MTM zone 14|Canada - Ontario - 88.5°W to 85.5°W
26895|NAD83(CSRS) / MTM zone 15|Canada - Ontario - 91.5°W to 88.5°W
26896|NAD83(CSRS) / MTM zone 16|Canada - Ontario - 94.5°W to 91.5°W
26897|NAD83(CSRS) / MTM zone 17|Canada - Ontario - west of 94.5°W
26898|NAD83(CSRS) / MTM zone 1|Canada - Newfoundland - east of 54.5°W
26899|NAD83(CSRS) / MTM zone 2|Canada - Newfoundland and Labrador - 57.5°W to 54.5°W
26901|NAD83 / UTM zone 1N|USA - 180°W to 174°W - AK, OCS
26902|NAD83 / UTM zone 2N|USA - 174°W to 168°W - AK, OCS
26903|NAD83 / UTM zone 3N|USA - 168°W to 162°W - AK, OCS
26904|NAD83 / UTM zone 4N|USA - 162°W to 156°W - AK, HI
26905|NAD83 / UTM zone 5N|USA - 156°W to 150°W - AK, HI
26906|NAD83 / UTM zone 6N|USA - 150°W to 144°W - AK, OCS
26907|NAD83 / UTM zone 7N|North America - 144°W to 138°W and NAD83 by country
26908|NAD83 / UTM zone 8N|North America - 138°W to 132°W and NAD83 by country
26909|NAD83 / UTM zone 9N|North America - 132°W to 126°W and NAD83 by country
26910|NAD83 / UTM zone 10N|North America - 126°W to 120°W and NAD83 by country
26911|NAD83 / UTM zone 11N|North America - 120°W to 114°W and NAD83 by country
26912|NAD83 / UTM zone 12N|North America - 114°W to 108°W and NAD83 by country
26913|NAD83 / UTM zone 13N|North America - 108°W to 102°W and NAD83 by country
26914|NAD83 / UTM zone 14N|North America - 102°W to 96°W and NAD83 by country
26915|NAD83 / UTM zone 15N|North America - 96°W to 90°W and NAD83 by country
26916|NAD83 / UTM zone 16N|North America - 90°W to 84°W and NAD83 by country
26917|NAD83 / UTM zone 17N|North America - 84°W to 78°W and NAD83 by country
26918|NAD83 / UTM zone 18N|North America - 78°W to 72°W and NAD83 by country
26919|NAD83 / UTM zone 19N|North America - 72°W to 66°W and NAD83 by country
26920|NAD83 / UTM zone 20N|North America - 66°W to 60°W and NAD83 by country
26921|NAD83 / UTM zone 21N|Canada - 60°W to 54°W
26922|NAD83 / UTM zone 22N|Canada - 54°W to 48°W
26923|NAD83 / UTM zone 23N|Canada - 48°W to 42°W
26929|NAD83 / Alabama East|USA - Alabama - SPCS - E
26930|NAD83 / Alabama West|USA - Alabama - SPCS - W
26931|NAD83 / Alaska zone 1|USA - Alaska - Panhandle
26932|NAD83 / Alaska zone 2|USA - Alaska - 144°W to 141°W
26933|NAD83 / Alaska zone 3|USA - Alaska - 148°W to 144°W
26934|NAD83 / Alaska zone 4|USA - Alaska - 152°W to 148°W
26935|NAD83 / Alaska zone 5|USA - Alaska - 156°W to 152°W
26936|NAD83 / Alaska zone 6|USA - Alaska - 160°W to 156°W
26937|NAD83 / Alaska zone 7|USA - Alaska - 164°W to 160°W
26938|NAD83 / Alaska zone 8|USA - Alaska - north of 54.5°N; 168°W to 164°W
26939|NAD83 / Alaska zone 9|USA - Alaska - north of 54.5°N; west of 168°W
26940|NAD83 / Alaska zone 10|USA - Alaska - Aleutian Islands
26941|NAD83 / California zone 1|USA - California - SPCS - 1
26942|NAD83 / California zone 2|USA - California - SPCS - 2
26943|NAD83 / California zone 3|USA - California - SPCS - 3
26944|NAD83 / California zone 4|USA - California - SPCS - 4
26945|NAD83 / California zone 5|USA - California - SPCS83 - 5
26946|NAD83 / California zone 6|USA - California - SPCS - 6
26948|NAD83 / Arizona East|USA - Arizona - SPCS - E
26949|NAD83 / Arizona Central|USA - Arizona - SPCS - C
26950|NAD83 / Arizona West|USA - Arizona - SPCS - W
26951|NAD83 / Arkansas North|USA - Arkansas - SPCS - N
26952|NAD83 / Arkansas South|USA - Arkansas - SPCS - S
26953|NAD83 / Colorado North|USA - Colorado - SPCS - N
26954|NAD83 / Colorado Central|USA - Colorado - SPCS - C
26955|NAD83 / Colorado South|USA - Colorado - SPCS - S
26956|NAD83 / Connecticut|USA - Connecticut
26957|NAD83 / Delaware|USA - Delaware
26958|NAD83 / Florida East|USA - Florida - SPCS - E
26959|NAD83 / Florida West|USA - Florida - SPCS - W
26960|NAD83 / Florida North|USA - Florida - SPCS - N
26961|NAD83 / Hawaii zone 1|USA - Hawaii - island of Hawaii - onshore
26962|NAD83 / Hawaii zone 2|USA - Hawaii - Maui; Kahoolawe; Lanai; Molokai - onshore
26963|NAD83 / Hawaii zone 3|USA - Hawaii - Oahu - onshore
26964|NAD83 / Hawaii zone 4|USA - Hawaii - Kauai - onshore
26965|NAD83 / Hawaii zone 5|USA - Hawaii - Niihau - onshore
26966|NAD83 / Georgia East|USA - Georgia - SPCS - E
26967|NAD83 / Georgia West|USA - Georgia - SPCS - W
26968|NAD83 / Idaho East|USA - Idaho - SPCS - E
26969|NAD83 / Idaho Central|USA - Idaho - SPCS - C
26970|NAD83 / Idaho West|USA - Idaho - SPCS - W
26971|NAD83 / Illinois East|USA - Illinois - SPCS - E
26972|NAD83 / Illinois West|USA - Illinois - SPCS - W
26973|NAD83 / Indiana East|USA - Indiana - SPCS - E
26974|NAD83 / Indiana West|USA - Indiana - SPCS - W
26975|NAD83 / Iowa North|USA - Iowa - SPCS - N
26976|NAD83 / Iowa South|USA - Iowa - SPCS - S
26977|NAD83 / Kansas North|USA - Kansas - SPCS - N
26978|NAD83 / Kansas South|USA - Kansas - SPCS - S
26979|NAD83 / Kentucky North|USA - Kentucky - SPCS - N
26980|NAD83 / Kentucky South|USA - Kentucky - SPCS - S
26981|NAD83 / Louisiana North|USA - Louisiana - SPCS - N
26982|NAD83 / Louisiana South|USA - Louisiana - SPCS83 - S
26983|NAD83 / Maine East|USA - Maine - SPCS - E
26984|NAD83 / Maine West|USA - Maine - SPCS - W
26985|NAD83 / Maryland|USA - Maryland
26986|NAD83 / Massachusetts Mainland|USA - Massachusetts - SPCS - mainland
26987|NAD83 / Massachusetts Island|USA - Massachusetts - SPCS - islands
26988|NAD83 / Michigan North|USA - Michigan - SPCS - N
26989|NAD83 / Michigan Central|USA - Michigan - SPCS - C
26990|NAD83 / Michigan South|USA - Michigan - SPCS - S
26991|NAD83 / Minnesota North|USA - Minnesota - SPCS - N
26992|NAD83 / Minnesota Central|USA - Minnesota - SPCS - C
26993|NAD83 / Minnesota South|USA - Minnesota - SPCS - S
26994|NAD83 / Mississippi East|USA - Mississippi - SPCS - E
26995|NAD83 / Mississippi West|USA - Mississippi - SPCS - W
26996|NAD83 / Missouri East|USA - Missouri - SPCS - E
26997|NAD83 / Missouri Central|USA - Missouri - SPCS - C
26998|NAD83 / Missouri West|USA - Missouri - SPCS - W
27037|Nahrwan 1967 / UTM zone 37N|Iraq - west of 42°E
27038|Nahrwan 1967 / UTM zone 38N|Asia - Middle East - Iraq and Kuwait 42°E to 48°E
27039|Nahrwan 1967 / UTM zone 39N|Asia - Middle East - Qatar offshore and UAE west of 54°E
27040|Nahrwan 1967 / UTM zone 40N|UAE - east of 54°E
27120|Naparima 1972 / UTM zone 20N|Trinidad and Tobago - Tobago - onshore
27200|NZGD49 / New Zealand Map Grid|New Zealand - onshore
27205|NZGD49 / Mount Eden Circuit|New Zealand - North Island - Mount Eden mc
27206|NZGD49 / Bay of Plenty Circuit|New Zealand - North Island - Bay of Plenty mc
27207|NZGD49 / Poverty Bay Circuit|New Zealand - North Island - Poverty Bay mc
27208|NZGD49 / Hawkes Bay Circuit|New Zealand - North Island - Hawkes Bay mc Napier vcrs
27209|NZGD49 / Taranaki Circuit|New Zealand - North Island - Taranaki mc
27210|NZGD49 / Tuhirangi Circuit|New Zealand - North Island - Tuhirangi mc
27211|NZGD49 / Wanganui Circuit|New Zealand - North Island - Wanganui mc
27212|NZGD49 / Wairarapa Circuit|New Zealand - North Island - Wairarapa mc
27213|NZGD49 / Wellington Circuit|New Zealand - North Island - Wellington mc
27214|NZGD49 / Collingwood Circuit|New Zealand - South Island - Collingwood mc
27215|NZGD49 / Nelson Circuit|New Zealand - South Island - Nelson mc
27216|NZGD49 / Karamea Circuit|New Zealand - South Island - Karamea mc
27217|NZGD49 / Buller Circuit|New Zealand - South Island - Buller mc
27218|NZGD49 / Grey Circuit|New Zealand - South Island - Grey mc
27219|NZGD49 / Amuri Circuit|New Zealand - South Island - Amuri mc
27220|NZGD49 / Marlborough Circuit|New Zealand - South Island - Marlborough mc
27221|NZGD49 / Hokitika Circuit|New Zealand - South Island - Hokitika mc
27222|NZGD49 / Okarito Circuit|New Zealand - South Island - Okarito mc
27223|NZGD49 / Jacksons Bay Circuit|New Zealand - South Island - Jacksons Bay mc
27224|NZGD49 / Mount Pleasant Circuit|New Zealand - South Island - Mount Pleasant mc
27225|NZGD49 / Gawler Circuit|New Zealand - South Island - Gawler mc
27226|NZGD49 / Timaru Circuit|New Zealand - South Island - Timaru mc
27227|NZGD49 / Lindis Peak Circuit|New Zealand - South Island - Lindis Peak mc
27228|NZGD49 / Mount Nicholas Circuit|New Zealand - South Island - Mount Nicholas mc
27229|NZGD49 / Mount York Circuit|New Zealand - South Island - Mount York mc
27230|NZGD49 / Observation Point Circuit|New Zealand - South Island - Observation Point mc
27231|NZGD49 / North Taieri Circuit|New Zealand - South Island - North Taieri mc
27232|NZGD49 / Bluff Circuit|New Zealand - South and Stewart Islands - Bluff mc
27258|NZGD49 / UTM zone 58S|New Zealand - nearshore west of 168°E
27259|NZGD49 / UTM zone 59S|New Zealand - nearshore 168°E to 174°E
27260|NZGD49 / UTM zone 60S|New Zealand - nearshore east of 174°E
27291|NZGD49 / North Island Grid|New Zealand - North Island
27292|NZGD49 / South Island Grid|New Zealand - South and Stewart Islands
27391|NGO 1948 (Oslo) / NGO zone I|Norway - zone I
27392|NGO 1948 (Oslo) / NGO zone II|Norway - zone II
27393|NGO 1948 (Oslo) / NGO zone III|Norway - zone III
27394|NGO 1948 (Oslo) / NGO zone IV|Norway - zone IV
27395|NGO 1948 (Oslo) / NGO zone V|Norway - zone V
27396|NGO 1948 (Oslo) / NGO zone VI|Norway - zone VI
27397|NGO 1948 (Oslo) / NGO zone VII|Norway - zone VII
27398|NGO 1948 (Oslo) / NGO zone VIII|Norway - zone VIII
27429|Datum 73 / UTM zone 29N|Portugal - mainland - onshore
27492|Datum 73 / Modified Portuguese Grid|Portugal - mainland - onshore
27493|Datum 73 / Modified Portuguese Grid|Portugal - mainland - onshore
27500|ATF (Paris) / Nord de Guerre|France - Alsace
27561|NTF (Paris) / Lambert Nord France|France - mainland north of 48.15°N
27562|NTF (Paris) / Lambert Centre France|France - mainland 45.45°N to 48.15°N
27563|NTF (Paris) / Lambert Sud France|France - mainland south of 45.45°N
27564|NTF (Paris) / Lambert Corse|France - Corsica onshore
27571|NTF (Paris) / Lambert zone I|France - mainland north of 48.15°N
27572|NTF (Paris) / Lambert zone II|France - mainland 45.45°N to 48.15°N. Also all mainland.
27573|NTF (Paris) / Lambert zone III|France - mainland south of 45.45°N
27574|NTF (Paris) / Lambert zone IV|France - Corsica onshore
27581|NTF (Paris) / France I|France - mainland north of 48.15°N
27582|NTF (Paris) / France II|France - mainland 45.45°N to 48.15°N. Also all mainland.
27583|NTF (Paris) / France III|France - mainland south of 45.45°N
27584|NTF (Paris) / France IV|France - Corsica onshore
27591|NTF (Paris) / Nord France|France - mainland north of 48.15°N
27592|NTF (Paris) / Centre France|France - mainland 45.45°N to 48.15°N
27593|NTF (Paris) / Sud France|France - mainland south of 45.45°N
27594|NTF (Paris) / Corse|France - Corsica onshore
27700|OSGB 1936 / British National Grid|UK - Britain and UKCS 49°46&#39;N to 61°01&#39;N, 7°33&#39;W to 3°33&#39;E
28191|Palestine 1923 / Palestine Grid|Asia - Middle East - Israel, Jordan and Palestine onshore
28192|Palestine 1923 / Palestine Belt|Asia - Middle East - Israel, Jordan and Palestine onshore
28193|Palestine 1923 / Israeli CS Grid|Asia - Middle East - Israel and Palestine Territory onshore
28232|Pointe Noire / UTM zone 32S|Congo
28348|GDA94 / MGA zone 48|Australasia - Australia and Christmas Island - west of 108°E
28349|GDA94 / MGA zone 49|Australasia - Australia and Christmas Island - 108°E to 114°E
28350|GDA94 / MGA zone 50|Australia - 114°E to 120°E
28351|GDA94 / MGA zone 51|Australia - 120°E to 126°E
28352|GDA94 / MGA zone 52|Australia - 126°E to 132°E
28353|GDA94 / MGA zone 53|Australia - 132°E to 138°E
28354|GDA94 / MGA zone 54|Australia - 138°E to 144°E
28355|GDA94 / MGA zone 55|Australia - 144°E to 150°E
28356|GDA94 / MGA zone 56|Australia - 150°E to 156°E
28357|GDA94 / MGA zone 57|Australia and Macquarie - 156°E to 162°E
28358|GDA94 / MGA zone 58|Australasia - Australia and Norfolk Island - 162°E to 168°E
28402|Pulkovo 1942 / Gauss-Kruger zone 2|Europe - 6°E to 12°E and Pulkovo by country
28403|Pulkovo 1942 / Gauss-Kruger zone 3|Europe - 12°E to 18°E onshore and S-42(58) by country
28404|Pulkovo 1942 / Gauss-Kruger zone 4|Europe - FSU onshore 18°E to 24°E and S-42 by country
28405|Pulkovo 1942 / Gauss-Kruger zone 5|Europe - FSU onshore 24°E to 30°E and S-42 by country
28406|Pulkovo 1942 / Gauss-Kruger zone 6|Europe - FSU onshore 30°E to 36°E
28407|Pulkovo 1942 / Gauss-Kruger zone 7|Europe - FSU onshore 36°E to 42°E
28408|Pulkovo 1942 / Gauss-Kruger zone 8|Europe - FSU onshore 42°E to 48°E
28409|Pulkovo 1942 / Gauss-Kruger zone 9|Asia - FSU onshore 48°E to 54°E
28410|Pulkovo 1942 / Gauss-Kruger zone 10|Asia - FSU onshore 54°E to 60°E
28411|Pulkovo 1942 / Gauss-Kruger zone 11|Asia - FSU onshore 60°E to 66°E
28412|Pulkovo 1942 / Gauss-Kruger zone 12|Asia - FSU onshore 66°E to 72°E
28413|Pulkovo 1942 / Gauss-Kruger zone 13|Asia - FSU onshore 72°E to 78°E
28414|Pulkovo 1942 / Gauss-Kruger zone 14|Asia - FSU onshore 78°E to 84°E
28415|Pulkovo 1942 / Gauss-Kruger zone 15|Asia - FSU onshore 84°E to 90°E
28416|Pulkovo 1942 / Gauss-Kruger zone 16|Russia - 90°E to 96°E onshore
28417|Pulkovo 1942 / Gauss-Kruger zone 17|Russia - 96°E to 102°E onshore
28418|Pulkovo 1942 / Gauss-Kruger zone 18|Russia - 102°E to 108°E onshore
28419|Pulkovo 1942 / Gauss-Kruger zone 19|Russia - 108°E to 114°E onshore
28420|Pulkovo 1942 / Gauss-Kruger zone 20|Russia - 114°E to 120°E onshore
28421|Pulkovo 1942 / Gauss-Kruger zone 21|Russia - 120°E to 126°E onshore
28422|Pulkovo 1942 / Gauss-Kruger zone 22|Russia - 126°E to 132°E onshore
28423|Pulkovo 1942 / Gauss-Kruger zone 23|Russia - 132°E to 138°E onshore
28424|Pulkovo 1942 / Gauss-Kruger zone 24|Russia - 138°E to 144°E onshore
28425|Pulkovo 1942 / Gauss-Kruger zone 25|Russia - 144°E to 150°E onshore
28426|Pulkovo 1942 / Gauss-Kruger zone 26|Russia - 150°E to 156°E onshore
28427|Pulkovo 1942 / Gauss-Kruger zone 27|Russia - 156°E to 162°E onshore
28428|Pulkovo 1942 / Gauss-Kruger zone 28|Russia - 162°E to 168°E onshore
28429|Pulkovo 1942 / Gauss-Kruger zone 29|Russia - 168°E to 174°E onshore
28430|Pulkovo 1942 / Gauss-Kruger zone 30|Russia - 174°E to 180°E onshore
28431|Pulkovo 1942 / Gauss-Kruger zone 31|Russia - 180° to 174°W onshore
28432|Pulkovo 1942 / Gauss-Kruger zone 32|Russia - east of 174°W onshore
28462|Pulkovo 1942 / Gauss-Kruger 2N|Europe - 6°E to 12°E and Pulkovo by country
28463|Pulkovo 1942 / Gauss-Kruger 3N|Europe - 12°E to 18°E onshore and S-42(58) by country
28464|Pulkovo 1942 / Gauss-Kruger 4N|Europe - FSU onshore 18°E to 24°E and S-42 by country
28465|Pulkovo 1942 / Gauss-Kruger 5N|Europe - FSU onshore 24°E to 30°E and S-42 by country
28466|Pulkovo 1942 / Gauss-Kruger 6N|Europe - FSU onshore 30°E to 36°E
28467|Pulkovo 1942 / Gauss-Kruger 7N|Europe - FSU onshore 36°E to 42°E
28468|Pulkovo 1942 / Gauss-Kruger 8N|Europe - FSU onshore 42°E to 48°E
28469|Pulkovo 1942 / Gauss-Kruger 9N|Asia - FSU onshore 48°E to 54°E
28470|Pulkovo 1942 / Gauss-Kruger 10N|Asia - FSU onshore 54°E to 60°E
28471|Pulkovo 1942 / Gauss-Kruger 11N|Asia - FSU onshore 60°E to 66°E
28472|Pulkovo 1942 / Gauss-Kruger 12N|Asia - FSU onshore 66°E to 72°E
28473|Pulkovo 1942 / Gauss-Kruger 13N|Asia - FSU onshore 72°E to 78°E
28474|Pulkovo 1942 / Gauss-Kruger 14N|Asia - FSU onshore 78°E to 84°E
28475|Pulkovo 1942 / Gauss-Kruger 15N|Asia - FSU onshore 84°E to 90°E
28476|Pulkovo 1942 / Gauss-Kruger 16N|Russia - 90°E to 96°E onshore
28477|Pulkovo 1942 / Gauss-Kruger 17N|Russia - 96°E to 102°E onshore
28478|Pulkovo 1942 / Gauss-Kruger 18N|Russia - 102°E to 108°E onshore
28479|Pulkovo 1942 / Gauss-Kruger 19N|Russia - 108°E to 114°E onshore
28480|Pulkovo 1942 / Gauss-Kruger 20N|Russia - 114°E to 120°E onshore
28481|Pulkovo 1942 / Gauss-Kruger 21N|Russia - 120°E to 126°E onshore
28482|Pulkovo 1942 / Gauss-Kruger 22N|Russia - 126°E to 132°E onshore
28483|Pulkovo 1942 / Gauss-Kruger 23N|Russia - 132°E to 138°E onshore
28484|Pulkovo 1942 / Gauss-Kruger 24N|Russia - 138°E to 144°E onshore
28485|Pulkovo 1942 / Gauss-Kruger 25N|Russia - 144°E to 150°E onshore
28486|Pulkovo 1942 / Gauss-Kruger 26N|Russia - 150°E to 156°E onshore
28487|Pulkovo 1942 / Gauss-Kruger 27N|Russia - 156°E to 162°E onshore
28488|Pulkovo 1942 / Gauss-Kruger 28N|Russia - 162°E to 168°E onshore
28489|Pulkovo 1942 / Gauss-Kruger 29N|Russia - 168°E to 174°E onshore
28490|Pulkovo 1942 / Gauss-Kruger 30N|Russia - 174°E to 180°E onshore
28491|Pulkovo 1942 / Gauss-Kruger 31N|Russia - 180° to 174°W onshore
28492|Pulkovo 1942 / Gauss-Kruger 32N|Russia - east of 174°W onshore
28600|Qatar 1974 / Qatar National Grid|Qatar - onshore
28991|Amersfoort / RD Old|Netherlands - onshore
28992|Amersfoort / RD New|Netherlands - onshore
29100|SAD69 / Brazil Polyconic|Brazil
29101|SAD69 / Brazil Polyconic|Brazil
29118|SAD69 / UTM zone 18N|South America - UTM 18N and SAD69 by country
29119|SAD69 / UTM zone 19N|South America - UTM 19N and SAD69 by country
29120|SAD69 / UTM zone 20N|South America - UTM 20N and SAD69 by country
29121|SAD69 / UTM zone 21N|South America - UTM 21N and SAD69
29122|SAD69 / UTM zone 22N|South America - 54°W to 48°W, N hemisphere and SAD69 by country
29168|SAD69 / UTM zone 18N|South America - 78°W to 72°W, N hemisphere and SAD69 by country
29169|SAD69 / UTM zone 19N|South America - 72°W to 66°W, N hemisphere onshore
29170|SAD69 / UTM zone 20N|South America - 66°W to 60°W, N hemisphere and SAD69 by country
29171|SAD69 / UTM zone 21N|South America - 60°W to 54°W, N hemisphere and SAD69 by country
29172|SAD69 / UTM zone 22N|South America - 54°W to 48°W, N hemisphere and SAD69 by country
29177|SAD69 / UTM zone 17S|South America - UTM 17S and SAD69 by country
29178|SAD69 / UTM zone 18S|South America - UTM 18S and SAD69 by country
29179|SAD69 / UTM zone 19S|South America - UTM 19S and SAD69 by country
29180|SAD69 / UTM zone 20S|South America - UTM 20S and SAD69 by country
29181|SAD69 / UTM zone 21S|South America - 60°W to 54°W, S hemisphere and SAD69 by country
29182|SAD69 / UTM zone 22S|South America - 54°W to 48°W, S hemisphere and SAD69 by country
29183|SAD69 / UTM zone 23S|Brazil - 48°W to 42°W
29184|SAD69 / UTM zone 24S|Brazil - 42°W to 36°W onshore
29185|SAD69 / UTM zone 25S|Brazil - 36°W to 30°W
29187|SAD69 / UTM zone 17S|South America - 84°W to 78°W, S hemisphere and SAD69 by country
29188|SAD69 / UTM zone 18S|South America - 78°W to 72°W, S hemisphere and SAD69 by country
29189|SAD69 / UTM zone 19S|South America - 72°W to 66°W, S hemisphere onshore
29190|SAD69 / UTM zone 20S|South America - 66°W to 60°W, S hemisphere and SAD69 by country
29191|SAD69 / UTM zone 21S|South America - 60°W to 54°W, S hemisphere and SAD69 by country
29192|SAD69 / UTM zone 22S|South America - 54°W to 48°W, S hemisphere and SAD69 by country
29193|SAD69 / UTM zone 23S|Brazil - 48°W to 42°W
29194|SAD69 / UTM zone 24S|Brazil - 42°W to 36°W
29195|SAD69 / UTM zone 25S|Brazil - 36°W to 30°W
29220|Sapper Hill 1943 / UTM zone 20S|Falkland Islands - onshore west of 60°W
